pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_mnum
CoRoT-26,CoRoT-26 b,Transit,1,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,0.000000,,,0,86.800,2.200,-1.000,0,0.52000,0.05000,-0.05000,0,1.260,0.130,-0.070,0,1670.00,205.00,-110.00,0,5590.00,100.00,-100.00,0,1.09,0.06,-0.06,0,165.26000,15.89000,-15.89000,0,0
CoRoT-27,CoRoT-27 b,Transit,1,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,0.065000,,,1,86.700,1.200,-0.870,0,10.39000,0.55000,-0.55000,0,1.007,0.044,-0.044,0,1035.15,66.44,-66.44,0,5900.00,120.00,-120.00,0,1.05,0.11,-0.11,0,3302.11000,174.80000,-174.80000,0,0
CoRoT-28,CoRoT-28 b,Transit,1,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,88.100,0.800,-0.800,0,0.48400,0.08700,-0.08700,0,0.955,0.066,-0.066,0,560.00,70.00,-70.00,0,5150.00,100.00,-100.00,0,1.01,0.14,-0.14,0,153.82972,27.65121,-27.65121,0,0
CoRoT-29,CoRoT-29 b,Transit,1,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,87.300,2.700,-2.700,0,0.85000,0.20000,-0.20000,0,0.900,0.160,-0.160,0,765.00,50.00,-50.00,0,5260.00,100.00,-100.00,0,0.97,0.14,-0.14,0,270.15550,63.56600,-63.56600,0,0
CoRoT-3,CoRoT-3 b,Transit,1,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,85.900,0.800,-0.800,0,21.66000,1.00000,-1.00000,0,1.010,0.070,-0.070,0,680.00,160.00,-160.00,0,6740.00,140.00,-140.00,0,1.37,0.09,-0.09,0,6883.91000,317.80000,-317.80000,0,0
CoRoT-30,CoRoT-30 b,Transit,1,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,0.007000,0.031000,-0.031000,0,90.000,0.560,-0.560,0,2.90000,0.22000,-0.22000,0,1.009,0.076,-0.076,0,960.00,68.00,-40.00,0,5650.00,100.00,-100.00,0,0.98,0.03,-0.05,0,921.70700,69.92260,-69.92260,0,0
CoRoT-31,CoRoT-31 b,Transit,1,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,0.020000,0.160000,-0.160000,0,83.200,2.300,-2.300,0,0.84000,0.34000,-0.34000,0,1.460,0.300,-0.300,0,2190.00,710.00,-710.00,0,5700.00,120.00,-120.00,0,1.25,0.22,-0.21,0,266.97720,108.06220,-108.06220,0,0
CoRoT-4,CoRoT-4 b,Transit,1,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,1.190,0.060,-0.050,0,741.60,15.39,-15.39,0,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,228.83000,25.43000,-25.43000,0,0
CoRoT-5,CoRoT-5 b,Transit,1,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,1.388,0.046,-0.047,0,904.65,26.70,-26.70,0,6100.00,65.00,-65.00,0,1.00,0.02,-0.02,0,148.42000,14.93700,-7.62800,0,0
CoRoT-6,CoRoT-6 b,Transit,1,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,1.166,0.035,-0.035,0,657.24,12.58,-12.58,0,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,940.74000,108.06000,-108.06000,0,0
CoRoT-7,CoRoT-7 b,Transit,2,0.85359163,0.00000001,-0.00000001,0,,,,,0.000000,,,0,80.100,0.300,-0.300,0,0.01000,0.00000,0.00000,0,0.150,0.010,-0.010,0,160.64,0.91,-0.91,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,3.17830,0.00000,0.00000,0,0
CoRoT-7,CoRoT-7 c,Radial Velocity,2,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,80.000,,,0,0.02643,0.00283,-0.00283,0,,,,,160.64,0.91,-0.91,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,8.40000,0.90000,-0.90000,0,0
CoRoT-8,CoRoT-8 b,Transit,1,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,0.570,0.020,-0.020,0,380.00,30.00,-30.00,0,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,69.92000,9.53000,-9.53000,0,0
CoRoT-9,CoRoT-9 b,Transit,1,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,0.133000,0.042000,-0.037000,0,89.900,0.066,-0.084,0,0.84000,0.05000,-0.05000,0,1.066,0.075,-0.063,0,417.89,4.75,-4.75,0,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,266.97720,15.89150,-15.89150,0,0
CoRoTID 223977153,CoRoTID 223977153 b,Transit,1,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,,,,,89.000,0.500,-0.500,0,0.15000,0.10000,-0.10000,0,0.570,0.060,-0.050,0,586.20,10.70,-10.70,0,5970.00,100.00,-100.00,0,1.08,0.08,-0.07,0,47.67450,31.78300,-31.78300,0,0
DE CVn,DE CVn b,Eclipse Timing Variations,1,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,0.000000,,,0,86.000,,,0,12.02930,3.00733,-3.00733,0,,,,,30.55,0.03,-0.03,0,,,,,0.51,,,0,,,,,0
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,Astrometry,1,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,0.345000,0.068000,-0.064000,0,56.600,1.900,-2.100,0,28.50000,1.90000,-1.90000,0,,,,,20.77,0.08,-0.08,0,,,,,0.07,0.01,-0.01,0,9057.77000,603.85000,-603.85000,0,0
DH Tau,DH Tau b,Imaging,1,,,,,330.000000,,,0,,,,,,,,,11.00000,10.00000,-3.00000,0,,,,,140.00,15.00,-15.00,0,,,,,0.33,,,0,3496.00000,3178.00000,-953.00000,0,0
DMPP-1,DMPP-1 b,Radial Velocity,4,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,0.083000,,,1,,,,,0.07636,0.00365,-0.00500,0,,,,,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,,,,,0
DMPP-1,DMPP-1 c,Radial Velocity,4,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,0.057000,,,1,,,,,0.03020,0.00167,-0.00497,0,,,,,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,,,,,0
DMPP-1,DMPP-1 d,Radial Velocity,4,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,0.070000,,,1,,,,,0.01054,0.00120,-0.00107,0,,,,,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,,,,,0
DMPP-1,DMPP-1 e,Radial Velocity,4,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,0.070000,,,1,,,,,0.01299,0.00208,-0.00359,0,,,,,62.00,1.00,-1.00,0,6196.00,29.00,-29.00,0,1.21,0.03,-0.03,0,,,,,0
DMPP-2,DMPP-2 b,Radial Velocity,1,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,0.078000,,,0,,,,,0.43700,0.03000,-0.05900,0,,,,,134.00,4.00,-4.00,0,6500.00,100.00,-100.00,0,1.44,0.03,-0.03,0,,,,,0
DMPP-3 A,DMPP-3 A b,Radial Velocity,1,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,0.140000,0.091000,-0.053000,0,,,,,0.00812,0.00110,-0.00182,0,,,,,48.90,0.60,-0.60,0,5138.00,99.00,-99.00,0,0.87,0.05,-0.05,0,,,,,0
DP Leo,DP Leo b,Eclipse Timing Variations,1,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,0.390000,0.130000,-0.130000,0,,,,,6.05000,0.47000,-0.58000,0,,,,,305.06,28.94,-28.94,0,13500.00,500.00,-500.00,0,,,,,,,,,0
DS Tuc A,DS Tuc A b,Transit,1,8.13826800,0.00001100,-0.00001100,0,,,,,0.000000,,,0,89.500,0.340,-0.410,0,,,,,0.509,0.015,-0.015,0,44.12,0.07,-0.07,0,5428.00,80.00,-80.00,0,1.01,0.06,-0.06,0,,,,,0
EPIC 201238110,EPIC 201238110 b,Transit,1,28.16560000,0.00270000,-0.00280000,0,,,,,,,,,,,,,,,,,0.167,0.018,-0.040,0,159.98,1.40,-1.40,0,,,,,0.41,0.11,-0.05,0,,,,,0
EPIC 201497682,EPIC 201497682 b,Transit,1,2.13174000,0.00022000,-0.00022000,0,,,,,,,,,,,,,,,,,0.062,0.005,-0.004,0,254.88,1.68,-1.68,0,,,,,0.78,0.09,-0.17,0,,,,,0
K2-166,EPIC 201615463 c,Transit,2,3.80464000,0.00091000,-0.00105000,0,,,,,,,,,,,,,,,,,0.109,0.019,-0.015,0,481.00,9.70,-8.90,0,,,,,1.07,0.03,-0.03,0,,,,,0
K2-16,EPIC 201754305 d,Transit,3,2.71578000,0.00031000,-0.00031000,0,,,,,,,,,,,,,,,,,0.092,0.008,-0.008,0,338.19,4.23,-4.23,0,,,,,0.67,0.03,-0.04,0,,,,,0
K2-50,EPIC 201833600 c,Transit,2,3.96151000,0.00046000,-0.00051000,0,,,,,,,,,,,,,,,,,0.089,0.011,-0.010,0,259.33,3.26,-3.26,0,,,,,0.61,0.06,-0.06,0,,,,,0
EPIC 201841433,EPIC 201841433 b,Transit,1,4.16959000,0.00051000,-0.00053000,0,,,,,,,,,,,,,,,,,0.098,0.012,-0.011,0,441.94,8.17,-8.17,0,,,,,0.80,0.08,-0.16,0,,,,,0
K2-168,EPIC 205950854 c,Transit,2,8.05072200,0.00007500,-0.00003800,0,,,,,,,,,89.810,0.980,-0.430,0,,,,,0.117,0.013,-0.006,0,245.56,4.19,-4.19,0,5502.70,101.00,-50.50,0,0.88,0.06,-0.03,0,,,,,0
EPIC 206024342,EPIC 206024342 b,Transit,1,4.50756000,0.00062000,-0.00060000,0,,,,,,,,,,,,,,,,,0.152,0.053,-0.028,0,373.81,4.99,-4.99,0,,,,,0.93,0.08,-0.10,0,,,,,0
EPIC 206032309,EPIC 206032309 b,Transit,1,2.87814000,0.00023000,-0.00026000,0,,,,,,,,,,,,,,,,,0.090,0.021,-0.012,0,162.09,1.80,-1.80,0,,,,,0.22,0.04,-0.06,0,,,,,0
EPIC 206042996,EPIC 206042996 b,Transit,1,5.29711000,0.00074000,-0.00070000,0,,,,,,,,,,,,,,,,,0.145,0.015,-0.017,0,457.27,13.79,-13.79,0,,,,,0.56,0.05,-0.05,0,,,,,0
EPIC 206215704,EPIC 206215704 b,Transit,1,2.25372000,0.00047000,-0.00047000,0,,,,,,,,,,,,,,,,,0.080,0.017,-0.018,0,110.22,1.08,-1.08,0,,,,,0.41,0.10,-0.08,0,,,,,0
EPIC 206317286,EPIC 206317286 b,Transit,1,1.58252000,0.00017000,-0.00018000,0,,,,,,,,,,,,,,,,,0.086,0.010,-0.013,0,317.20,2.94,-2.94,0,,,,,0.71,0.09,-0.03,0,,,,,0
EPIC 211822797,EPIC 211822797 b,Transit,1,21.16986100,0.00172500,-0.00169500,0,0.131000,0.004000,-0.005000,0,0.060000,0.135970,-0.048705,0,89.730,0.190,-0.220,0,,,,,0.177,0.010,-0.010,0,187.19,1.37,-1.37,0,4148.21,82.41,-80.21,0,0.66,0.07,-0.07,0,,,,,0
EPIC 211945201,EPIC 211945201 b,Transit,1,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,,,,,,,,,,,,,0.514,0.027,-0.027,0,182.69,1.29,-1.29,0,6069.00,90.00,-90.00,0,1.17,0.04,-0.04,0,,,,,0
EPIC 212297394,EPIC 212297394 b,Transit,1,2.28943000,0.00019000,-0.00019000,0,,,,,,,,,,,,,,,,,0.118,0.007,-0.008,0,423.35,7.34,-7.34,0,,,,,0.83,0.09,-0.12,0,,,,,0
EPIC 212424622,EPIC 212424622 b,Transit,1,18.09830000,0.00600000,-0.00580000,0,,,,,,,,,,,,,,,,,0.194,0.060,-0.037,0,622.67,10.40,-10.40,0,,,,,1.11,0.14,-0.12,0,,,,,0
EPIC 212499991,EPIC 212499991 b,Transit,1,34.88500000,0.01100000,-0.01000000,0,,,,,,,,,,,,,,,,,0.143,0.012,-0.014,0,285.61,2.05,-2.05,0,,,,,0.91,0.04,-0.16,0,,,,,0
EPIC 212587672,EPIC 212587672 b,Transit,1,15.28410000,0.00370000,-0.00290000,0,,,,,,,,,,,,,,,,,0.100,0.011,-0.008,0,322.88,6.33,-6.33,0,,,,,0.95,0.04,-0.04,0,,,,,0
EPIC 212737443,EPIC 212737443 b,Transit,2,13.60300000,0.00130000,-0.00130000,0,0.098000,0.004000,-0.004000,0,0.200000,0.200000,-0.200000,0,89.071,0.161,-0.161,0,,,,,0.231,0.011,-0.011,0,347.45,12.01,-12.01,0,4684.00,79.00,-79.00,0,0.69,0.04,-0.04,0,,,,,0
EPIC 212737443,EPIC 212737443 c,Transit,2,65.55000000,0.00890000,-0.00890000,0,0.280000,0.006000,-0.006000,0,0.200000,0.200000,-0.200000,0,89.630,0.044,-0.044,0,,,,,0.240,0.013,-0.013,0,347.45,12.01,-12.01,0,4684.00,79.00,-79.00,0,0.69,0.04,-0.04,0,,,,,0
K2-282,EPIC 220554210 c,Transit,2,0.70531000,0.00005000,-0.00005000,0,,,,,,,,,,,,,,,,,0.132,0.012,-0.009,0,502.28,7.77,-7.77,0,,,,,0.94,0.04,-0.04,0,,,,,0
EPIC 220674823,EPIC 220674823 b,Transit,2,0.57133100,0.00002000,-0.00002100,0,0.013400,0.000200,-0.000200,0,,,,,,,,,,,,,0.162,0.009,-0.009,0,246.10,2.97,-2.97,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,,,,,0
EPIC 220674823,EPIC 220674823 c,Transit,2,13.33907900,0.00194000,-0.00185900,0,0.109100,0.001400,-0.001500,0,,,,,,,,,,,,,0.244,0.016,-0.016,0,246.10,2.97,-2.97,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,,,,,0
EPIC 246851721,EPIC 246851721 b,Transit,1,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,,,,,86.210,0.170,-0.170,0,3.00000,1.10000,-1.20000,0,1.051,0.044,-0.044,0,336.70,8.40,-8.00,0,6202.00,52.00,-50.00,0,1.32,0.04,-0.04,0,953.49000,349.61300,-381.39600,0,0
EPIC 248847494,EPIC 248847494 b,Transit,1,3650.00000000,1280.00000000,-1130.00000000,0,4.500000,1.000000,-1.000000,0,0.000000,,,0,89.870,0.020,-0.030,0,13.00000,,,1,1.110,0.070,-0.070,0,560.00,13.00,-13.00,0,4898.00,68.00,-68.00,0,0.90,0.09,-0.09,0,4131.79000,,,1,0
EPIC 249893012,EPIC 249893012 b,Transit,3,3.59510000,0.00030000,-0.00030000,0,0.047000,0.005000,-0.007000,0,0.060000,0.080000,-0.040000,0,86.140,2.600,-3.500,0,0.02753,0.00343,-0.00340,0,0.174,0.008,-0.007,0,324.22,4.18,-4.18,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,8.75000,1.09000,-1.08000,0,0
EPIC 249893012,EPIC 249893012 c,Transit,3,15.62400000,0.00100000,-0.00100000,0,0.130000,0.010000,-0.020000,0,0.070000,0.080000,-0.050000,0,87.940,0.740,-1.050,0,0.04616,0.00579,-0.00595,0,0.327,0.015,-0.012,0,324.22,4.18,-4.18,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,14.67000,1.84000,-1.89000,0,0
EPIC 249893012,EPIC 249893012 d,Transit,3,35.74700000,0.00500000,-0.00500000,0,0.220000,0.020000,-0.040000,0,0.150000,0.210000,-0.110000,0,89.470,0.360,-0.500,0,0.03203,0.00774,-0.00761,0,0.352,0.012,-0.011,0,324.22,4.18,-4.18,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,10.18000,2.46000,-2.42000,0,0
FU Tau,FU Tau b,Imaging,1,,,,,800.000000,,,0,,,,,,,,,16.00000,,,0,,,,,140.00,,,0,2838.00,,,0,0.05,,,0,5085.28000,,,0,0
G 9-40,G 9-40 b,Transit,1,5.74600700,0.00000600,-0.00000600,0,0.038500,0.007800,-0.005300,0,0.000000,,,0,88.570,0.630,-0.470,0,,,,,0.181,0.009,-0.009,0,27.93,0.04,-0.04,0,3348.00,32.00,-32.00,0,0.29,0.02,-0.02,0,,,,,0
GJ 1061,GJ 1061 b,Radial Velocity,3,3.20400000,0.00100000,-0.00100000,0,0.021000,0.001000,-0.001000,0,0.310000,,,1,,,,,0.00431,0.00050,-0.00047,0,,,,,3.67,0.00,0.00,0,2953.00,98.00,-98.00,0,0.12,0.01,-0.01,0,,,,,0
GJ 1061,GJ 1061 c,Radial Velocity,3,6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,0.290000,,,1,,,,,0.00547,0.00072,-0.00072,0,,,,,3.67,0.00,0.00,0,2953.00,98.00,-98.00,0,0.12,0.01,-0.01,0,,,,,0
GJ 1061,GJ 1061 d,Radial Velocity,3,13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,0.530000,,,1,,,,,0.00516,0.00076,-0.00072,0,,,,,3.67,0.00,0.00,0,2953.00,98.00,-98.00,0,0.12,0.01,-0.01,0,,,,,0
GJ 1132,GJ 1132 b,Transit,2,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.220000,,,0,,,,0,0.00522,0.00072,-0.00072,0,0.101,0.005,-0.005,0,12.62,0.01,-0.01,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,1.66000,0.23000,-0.23000,0,0
GJ 1132,GJ 1132 c,Radial Velocity,2,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,0.270000,,,1,,,,,0.00831,0.00138,-0.00138,0,,,,,12.62,0.01,-0.01,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,,,,,0
GJ 1148,GJ 1148 b,Radial Velocity,2,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,,,,,0.30425,0.00444,-0.00321,0,,,,,11.02,0.01,-0.01,0,3264.00,,,0,0.35,,,0,,,,,0
GJ 1148,GJ 1148 c,Radial Velocity,2,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,0.342000,0.050000,-0.062000,0,,,,,0.21414,0.01545,-0.00689,0,,,,,11.02,0.01,-0.01,0,3264.00,,,0,0.35,,,0,,,,,0
GJ 1214,GJ 1214 b,Transit,1,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,,,,,88.170,0.540,-0.540,0,0.01970,0.00270,-0.00270,0,0.254,0.018,-0.018,0,14.65,0.04,-0.04,0,3026.00,150.00,-150.00,0,0.15,0.01,-0.01,0,6.26125,0.85814,-0.85814,0,0
GJ 1252,GJ 1252 b,Transit,1,0.51823490,0.00000630,-0.00000500,0,0.009160,0.000760,-0.000760,0,0.000000,,,0,85.000,2.100,-1.800,0,0.00658,0.00176,-0.00176,0,0.106,0.007,-0.007,0,20.38,0.02,-0.02,0,3458.00,140.00,-133.00,0,0.38,0.02,-0.02,0,2.09000,0.56000,-0.56000,0,0
GJ 1265,GJ 1265 b,Radial Velocity,1,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,0.040000,0.040000,-0.040000,0,,,,,0.02328,0.00157,-0.00157,0,,,,,10.26,0.01,-0.01,0,3236.00,51.00,-51.00,0,0.18,0.02,-0.02,0,,,,,0
GJ 143,GJ 143 b,Transit,2,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,0.188000,0.076000,-0.078000,0,89.330,0.150,-0.110,0,0.07142,0.00692,-0.00598,0,0.233,0.015,-0.014,0,16.33,0.01,-0.01,0,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,22.70000,2.20000,-1.90000,0,0
GJ 15 A,GJ 15 A b,Radial Velocity,2,11.44070000,0.00170000,-0.00160000,0,0.072000,0.003000,-0.004000,0,0.094000,0.091000,-0.065000,0,,,,,0.00953,0.00145,-0.00138,0,,,,,3.56,0.00,0.00,0,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,,,,,0
GJ 15 A,GJ 15 A c,Radial Velocity,2,7600.00000000,2200.00000000,-1700.00000000,0,5.400000,1.000000,-0.900000,0,0.270000,0.280000,-0.190000,0,,,,,0.11327,0.07866,-0.05663,0,,,,,3.56,0.00,0.00,0,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,,,,,0
GJ 160.2,GJ 160.2 b,Radial Velocity,1,5.23540000,0.00270000,-0.00650000,0,0.053000,0.004000,-0.007000,0,0.060000,0.200000,-0.060000,0,,,,,0.03209,0.02265,-0.01856,0,,,,,25.88,0.04,-0.04,0,4347.00,,,0,0.69,,,0,,,,,0
GJ 163,GJ 163 b,Radial Velocity,3,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,0.073000,0.050000,-0.050000,0,,,,,0.03335,0.00189,-0.00189,0,,,,,15.14,0.01,-0.01,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,0
GJ 163,GJ 163 c,Radial Velocity,3,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,0.099000,0.086000,-0.086000,0,,,,,0.02140,0.00283,-0.00283,0,,,,,15.14,0.01,-0.01,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,0
GJ 163,GJ 163 d,Radial Velocity,3,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,0.373000,0.077000,-0.077000,0,,,,,0.09250,0.00912,-0.00912,0,,,,,15.14,0.01,-0.01,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,0
GJ 179,GJ 179 b,Radial Velocity,1,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,0.210000,0.080000,-0.080000,0,,,,,0.82000,0.07000,-0.07000,0,,,,,12.36,0.01,-0.01,0,3370.00,100.00,-100.00,0,0.36,0.03,-0.03,0,,,,,0
GJ 180,GJ 180 b,Radial Velocity,3,17.13300000,0.00300000,-0.00300000,0,0.092000,0.003000,-0.003000,0,0.070000,0.040000,-0.040000,0,,,,,0.02042,0.00214,-0.00214,0,,,,,11.94,0.00,0.00,0,,,,,0.43,,,0,,,,,0
GJ 180,GJ 180 c,Radial Velocity,3,24.32900000,0.05200000,-0.06600000,0,0.129000,0.007000,-0.017000,0,0.090000,0.200000,-0.090000,0,,,,,0.02014,0.01164,-0.01290,0,,,,,11.94,0.00,0.00,0,,,,,0.43,,,0,,,,,0
GJ 180,GJ 180 d,Radial Velocity,3,106.30000000,0.12900000,-0.12900000,0,0.309000,0.010000,-0.010000,0,0.140000,0.040000,-0.040000,0,,,,,0.02379,0.00337,-0.00337,0,,,,,11.94,0.00,0.00,0,,,,,0.43,,,0,,,,,0
GJ 229,GJ 229 A c,Radial Velocity,2,121.99500000,0.16100000,-0.16100000,0,0.339000,0.011000,-0.011000,0,0.190000,0.080000,-0.080000,0,,,,,0.02287,0.00395,-0.00395,0,,,,,5.76,0.00,0.00,0,,,,,0.58,,,0,,,,,0
GJ 229,GJ 229 b,Radial Velocity,2,526.11500000,4.30000000,-4.30000000,0,0.898000,0.031000,-0.031000,0,0.100000,0.060000,-0.060000,0,,,,,0.02667,0.00640,-0.00640,0,,,,,5.76,0.00,0.00,0,,,,,0.58,,,0,,,,,0
GJ 27.1,GJ 27.1 b,Radial Velocity,1,15.81900000,0.02300000,-0.02600000,0,0.101000,0.009000,-0.013000,0,0.080000,0.180000,-0.080000,0,,,,,0.04090,0.01290,-0.02077,0,,,,,23.62,0.03,-0.03,0,3542.00,,,0,0.53,,,0,,,,,0
GJ 273,GJ 273 b,Radial Velocity,2,18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,0.100000,0.090000,-0.070000,0,,,,,0.00909,0.00085,-0.00082,0,,,,,3.80,0.02,-0.02,0,3382.00,49.00,-49.00,0,0.29,,,0,,,,,0
GJ 273,GJ 273 c,Radial Velocity,2,4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,0.170000,0.130000,-0.120000,0,,,,,0.00371,0.00050,-0.00050,0,,,,,3.80,0.02,-0.02,0,3382.00,49.00,-49.00,0,0.29,,,0,,,,,0
GJ 3021,GJ 3021 b,Radial Velocity,1,133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,0.511000,0.017000,-0.017000,0,,,,,3.37000,0.09000,-0.09000,0,,,,,17.56,0.01,-0.01,0,5540.00,75.00,-75.00,0,0.90,,,0,,,,,0
GJ 3082,GJ 3082 b,Radial Velocity,1,11.94900000,0.02200000,-0.02200000,0,0.079000,0.003000,-0.003000,0,0.220000,0.110000,-0.110000,0,,,,,0.02580,0.00535,-0.00535,0,,,,,16.63,0.01,-0.01,0,,,,,0.47,,,0,,,,,0
GJ 3138,GJ 3138 b,Radial Velocity,3,1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,0.190000,0.180000,-0.130000,0,,,,,0.00560,0.00107,-0.00104,0,,,,,28.49,0.03,-0.03,0,3717.00,49.00,-49.00,0,0.68,,,0,,,,,0
GJ 3138,GJ 3138 c,Radial Velocity,3,5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,0.110000,0.110000,-0.070000,0,,,,,0.01315,0.00192,-0.00186,0,,,,,28.49,0.03,-0.03,0,3717.00,49.00,-49.00,0,0.68,,,0,,,,,0
GJ 3138,GJ 3138 d,Radial Velocity,3,257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,0.320000,0.200000,-0.210000,0,,,,,0.03304,0.00724,-0.00661,0,,,,,28.49,0.03,-0.03,0,3717.00,49.00,-49.00,0,0.68,,,0,,,,,0
GJ 317,GJ 317 b,Radial Velocity,2,692.00000000,2.00000000,-2.00000000,0,1.150000,0.050000,-0.050000,0,0.110000,0.050000,-0.050000,0,45.000,30.000,-10.000,0,2.50000,0.70000,-0.40000,0,,,,,15.10,0.22,-0.22,0,3510.00,50.00,-50.00,0,0.42,0.05,-0.05,0,794.50000,222.50000,-127.10000,0,0
